gene                 rate
Matrix 133           1.03046198856
Matrix 134           1.195369168
Matrix 135           0.770129671205
Matrix 136           0.896263819064
Matrix 137           0.954556830947
Matrix 138           0.849503937092
Matrix 139           1.12897188304
Matrix 140           1.08348678303
Matrix 141           0.552710184503
Matrix 142           1.33279146424
Matrix 143           0.941036962378
Matrix 144           2.27498236864
Matrix 145           0.422333173192
Matrix 146           0.8146997598
Matrix 147           0.977360155901
Matrix 148           0.990568308643
Matrix 149           1.1311548856
Matrix 150           0.666231984193
Matrix 151           0.812442685273
Matrix 152           0.8118328132
Matrix 153           1.49804537516
Matrix 154           0.98176108084
Matrix 155           1.09205431741
Matrix 156           0.92990838889
Matrix 157           1.3842780938
Matrix 158           0.995067104641
Matrix 159           1.14978563464
Matrix 160           0.978322404645
Matrix 161           0.903707965904
Matrix 162           0.920631241734
Matrix 163           0.711422928551
Matrix 164           1.0793805821
Matrix 165           0.926385844855
Matrix 166           1.1868224715
Matrix 167           0.760033414672
Matrix 168           0.923374744625
Matrix 169           1.28100327411
Matrix 170           1.07622951576
Matrix 171           1.13611928351
Matrix 172           1.33904061065
Matrix 173           1.95402861814
Matrix 174           0.847663154029
Matrix 175           1.09246946111
Matrix 176           1.09246975022
Matrix 177           0.746598617797
Matrix 178           0.781568741078
Matrix 179           0.558795493799
Matrix 180           0.910815517345
Matrix 181           1.05795223862
Matrix 182           0.905611989876
Matrix 183           0.654822597275
Matrix 184           0.784217120298
Matrix 185           0.413352583631
Matrix 186           0.56732121451
Matrix 187           0.69320761567
Matrix 188           0.966574444305
Matrix 189           1.16516897302
Matrix 190           0.896993868776
Matrix 191           1.61601360616
Matrix 192           1.23056129302
Matrix 193           1.28891409357
Matrix 194           0.891886618058
Matrix 195           1.40044401222
Matrix 196           0.948101913148
Matrix 197           1.22922068208
Matrix 198           1.01164373604
Matrix 199           1.10456996683
Matrix 200           1.12545821112
Matrix 201           0.696612136471
Matrix 202           1.32888781519
Matrix 203           1.52242960985
Matrix 204           0.720621522722
Matrix 205           0.803460033723
Matrix 206           0.733052699798
Matrix 207           0.97158599479
Matrix 208           1.43699477613
Matrix 209           1.05005845742
Matrix 210           0.746390321364
Matrix 211           1.28381617367
Matrix 212           0.505537125595
Matrix 213           0.914577590382
Matrix 214           0.663731408148
Matrix 215           1.08624492286
Matrix 216           1.14574066965
Matrix 217           1.23635391519
Matrix 218           0.923781219059
Matrix 219           0.955027252939
Matrix 220           0.986880899323
Matrix 221           0.674450722626
Matrix 222           1.33897483346
Matrix 223           0.817481442678
Matrix 224           1.03381988165
Matrix 225           1.54751486204
Matrix 226           1.54761155749
Matrix 227           1.01746865203
Matrix 228           0.675737930282
Matrix 229           0.694613105243
Matrix 230           1.11880217237
Matrix 231           1.02207263288
Matrix 232           0.823729264714
Matrix 233           0.910723282649
Matrix 234           1.16424988131
Matrix 235           1.16426107098
Matrix 236           0.937492981527
Matrix 237           0.910370226931
Matrix 238           1.04138587522
Matrix 239           0.890945022217
Matrix 240           1.15112173071
Matrix 241           1.06413085619
Matrix 242           0.689012231404
Matrix 243           1.46827421094
Matrix 244           1.21264257257
Matrix 245           1.21941268708
Matrix 246           1.12239248306
Matrix 247           0.884052345901
Matrix 248           0.810134439407
Matrix 249           0.632839366474
Matrix 250           0.587293753879
Matrix 251           0.708427235864
Matrix 252           1.05637166409
Matrix 253           1.10238646145
Matrix 254           1.2533730011
Matrix 255           1.02419825267
Matrix 256           0.942855678228
Matrix 257           0.555430180591
Matrix 258           0.564942331167
Matrix 259           1.10929200933
Matrix 260           0.697372285592
Matrix 261           1.06670693701
Matrix 262           0.775619984863
Matrix 263           0.67390470157
Matrix 264           0.571592848682
Matrix 265           0.882602792904
Matrix 266           1.04794956077
Matrix 267           0.881001424312
Matrix 268           1.25998884407
Matrix 269           0.608300358962
Matrix 270           0.884144267259
Matrix 271           1.31829448062
Matrix 272           1.02518237253
Matrix 273           0.647300243261
Matrix 274           0.755585665855
Matrix 275           1.47957980729
Matrix 276           1.07658545509
Matrix 277           0.787507065285
Matrix 278           1.02815234096
Matrix 279           0.746331837044
Matrix 280           0.859781428699
Matrix 281           1.57498255931
Matrix 282           0.642323902925
Matrix 283           0.563158073595
Matrix 284           0.959912359492
Matrix 285           1.01025199922
Matrix 286           0.704603049048
Matrix 287           1.01243544973
Matrix 288           1.02761827382
Matrix 289           1.3837102106
Matrix 290           1.10293979794
Matrix 291           0.628154118926
Matrix 292           0.866489759644
Matrix 293           0.940091803728
Matrix 294           1.59854893707
Matrix 295           0.880578638896
Matrix 296           0.854864752374
Matrix 297           0.889281138768
Matrix 298           1.01919042832
Matrix 299           0.872613113458
Matrix 300           0.90427065906
Matrix 301           0.757789127105
Matrix 302           0.951044899228
Matrix 303           0.885167187271
Matrix 304           0.951967909381
Matrix 305           1.38889169666
Matrix 306           1.04383514261
Matrix 307           0.703734769155
Matrix 308           1.258601999
Matrix 309           0.945279284548
Matrix 310           1.49169553672
Matrix 311           0.885797016464
Matrix 312           1.0668741383
Matrix 313           0.969002637905
Matrix 314           1.22325806069
Matrix 315           0.808421028799
Matrix 316           1.13000037335
Matrix 317           0.856769115568
Matrix 318           1.31709496483
Matrix 319           1.41630875767
Matrix 320           1.09528844437
Matrix 321           0.721857770083
Matrix 322           0.814496215201
Matrix 323           1.26907864531
Matrix 324           0.53923033449
Matrix 325           0.813071313389
Matrix 326           1.4931546689
Matrix 327           0.835537487526
Matrix 328           1.05097666054
Matrix 329           0.784529032408
Matrix 330           0.588672155601
Matrix 331           1.0066408964
Matrix 332           0.860300234114
Matrix 333           1.58412948501
Matrix 334           0.773508546619
Matrix 335           1.22498937174
Matrix 336           1.08934323234
Matrix 337           0.82813719773
Matrix 338           0.926436978915
Matrix 339           1.20212808326
Matrix 340           0.441823680753
Matrix 341           0.611540128583
Matrix 342           1.53909054397
Matrix 343           0.713859789685
Matrix 344           1.19426638106
Matrix 345           1.25308297679
Matrix 346           0.685099043314
Matrix 347           0.850490179917
Matrix 348           0.92594808534
Matrix 349           1.87330248313
Matrix 350           0.795896860111
Matrix 351           0.466246864821
Matrix 352           1.11686976002
Matrix 353           1.69218683975
Matrix 354           0.896450720278
Matrix 355           1.34801968218
Matrix 356           1.1157958891
Matrix 357           1.50477570708
Matrix 358           1.41529906683
Matrix 359           0.7554551437
Matrix 360           0.995214424045
Matrix 361           1.07661375279
Matrix 362           1.17320190929
Matrix 363           1.4468207941
Matrix 364           1.04213353773
Matrix 365           1.23465079941
Matrix 366           1.23465264828
Matrix 367           1.46449337025
Matrix 368           0.628852356057
Matrix 369           0.785121548124
Matrix 370           0.765347978374
Matrix 371           1.22576981376
Matrix 372           0.947479023366
Matrix 373           0.714024513195
Matrix 374           1.05054225802
Matrix 375           0.984157318675
Matrix 376           1.32270831064
Matrix 377           0.889404520636
Matrix 378           0.729967580291
Matrix 379           0.933730407725
Matrix 380           1.17941618478
Matrix 381           0.745799283609
Matrix 382           1.27804636917
Matrix 383           0.628904333917
Matrix 384           1.02372728482
Matrix 385           0.912822190925
Matrix 386           0.749169257364
Matrix 387           1.31969519705
Matrix 388           0.980931671614
Matrix 389           1.3181898774
Matrix 390           0.753411648724
Matrix 391           1.02014264307
Matrix 392           0.99832414766
Matrix 393           1.05593139085
Matrix 394           0.866852631364
Matrix 395           0.841698857064
Matrix 396           1.70525608956
Matrix 397           0.730234907409
Matrix 398           0.805846734785
Matrix 399           0.796232930036
Matrix 400           1.09998437476
Matrix 401           0.730029870414
Matrix 402           1.19350117502
Matrix 403           0.982356033636
Matrix 404           1.23498321334
Matrix 405           0.89737605118
Matrix 406           0.797416506061
Matrix 407           1.7834063552
Matrix 408           1.12009271854
Matrix 409           1.44847607112
Matrix 410           1.52530256441
Matrix 411           0.472285186688
Matrix 412           0.996333334014
Matrix 413           0.856709528298
Matrix 414           0.59628030835
Matrix 415           0.663993973471
Matrix 416           1.30589613439
Matrix 417           0.738764904146
Matrix 418           1.00742196962
Matrix 419           1.45740625042
Matrix 420           0.774149607487
Matrix 421           0.976283593954
Matrix 422           0.722464519106
Matrix 423           1.0569584383
Matrix 424           1.22922299907

